stamp,d005es16583,d005es16640,d005es16661,d005es16701,d005es16732,d005es16756,d005es16802,d005es16831,d005es16885,d005es16919
2015-01-19 09:20:00,57,55,64,47,61,63,64,59,58,63
2015-01-19 09:25:00,55,54,64,49,57,62,63,58,57,61
2015-01-19 09:30:00,54,50,62,45,57,62,56,55,54,59
2015-01-19 09:35:00,51,47,59,47,51,56,57,56,53,61
2015-01-19 09:40:00,55,53,62,46,57,63,63,59,58,64
2015-01-19 09:45:00,56,55,64,46,51,63,57,57,54,59
2015-01-19 09:50:00,52,49,62,45,54,58,53,54,52,58
2015-01-19 09:55:00,53,55,63,45,61,63,60,57,54,59
2015-01-19 10:00:00,55,51,64,45,55,57,52,58,54,59
2015-01-19 10:05:00,55,50,61,44,59,61,60,61,58,62
2015-01-19 10:10:00,54,53,63,48,56,60,61,60,57,62
2015-01-19 10:15:00,55,54,63,46,60,59,60,59,58,63
2015-01-19 10:20:00,52,51,63,42,55,56,59,58,56,60
2015-01-19 10:25:00,52,52,62,44,53,60,57,56,53,61
2015-01-19 10:30:00,53,53,64,43,50,60,58,56,56,62
2015-01-19 10:35:00,52,52,64,45,54,62,61,58,56,61
2015-01-19 10:40:00,55,52,63,46,52,59,56,58,55,63
2015-01-19 10:45:00,53,53,62,44,54,61,60,59,57,62
2015-01-19 10:50:00,54,55,61,48,59,61,53,56,55,62
2015-01-19 10:55:00,54,52,64,47,56,61,61,59,56,64
2015-01-19 11:00:00,54,53,63,46,56,59,54,56,52,57
2015-01-19 11:05:00,51,44,60,43,51,55,51,52,39,57
2015-01-19 11:10:00,51,49,59,38,58,58,54,56,43,60
2015-01-19 11:15:00,52,45,58,45,55,57,58,55,49,58
2015-01-19 11:20:00,49,47,57,43,52,55,50,50,38,53
2015-01-19 11:25:00,38,46,58,43,51,57,53,55,51,58
2015-01-19 11:30:00,50,47,59,44,57,56,50,53,50,57
2015-01-19 11:35:00,49,44,60,41,57,59,54,52,32,53
2015-01-19 11:40:00,51,49,60,43,54,58,53,52,30,32
2015-01-19 11:45:00,50,48,58,39,53,57,53,50,32,30
2015-01-19 11:50:00,47,51,60,48,52,55,51,49,36,25
2015-01-19 11:55:00,49,50,61,45,55,57,55,50,33,31
2015-01-19 12:00:00,52,48,60,40,57,58,54,50,30,29
2015-01-19 12:05:00,42,34,58,43,55,58,51,48,32,26
2015-01-19 12:10:00,40,31,54,39,52,56,51,49,31,25
2015-01-19 12:15:00,44,45,56,45,54,56,48,49,32,25
2015-01-19 12:20:00,47,43,55,39,57,57,51,51,31,24
2015-01-19 12:25:00,41,47,62,41,55,58,51,51,33,24
2015-01-19 12:30:00,44,45,60,41,53,55,51,50,30,24
2015-01-19 12:35:00,51,48,61,46,53,54,48,50,29,23
2015-01-19 12:40:00,49,46,58,40,53,48,51,48,30,27
2015-01-19 12:45:00,50,44,58,39,49,49,48,48,32,23
2015-01-19 12:50:00,48,50,62,43,54,55,52,50,33,25
2015-01-19 12:55:00,50,49,60,44,57,57,52,50,31,33
2015-01-19 13:00:00,50,46,59,43,57,54,48,48,31,28
2015-01-19 13:05:00,47,47,60,42,56,55,49,50,34,26
2015-01-19 13:10:00,51,48,61,42,55,56,53,49,34,26
2015-01-19 13:15:00,43,37,60,43,51,57,51,49,33,22
2015-01-19 13:20:00,43,41,58,42,51,54,51,49,30,24
2015-01-19 13:25:00,43,44,62,43,56,56,53,51,29,27
2015-01-19 13:30:00,45,45,59,42,54,55,49,50,29,31
2015-01-19 13:35:00,52,48,61,44,54,55,51,51,31,26
2015-01-19 13:40:00,48,42,61,49,54,55,49,51,35,24
2015-01-19 13:45:00,46,40,58,48,53,53,50,50,34,19
2015-01-19 13:50:00,48,45,60,51,54,56,55,51,33,23
2015-01-19 13:55:00,47,45,60,51,54,56,50,50,32,27
2015-01-19 14:00:00,43,35,62,50,53,55,51,48,31,34
2015-01-19 14:05:00,42,23,38,46,50,55,51,48,33,25
2015-01-19 14:10:00,42,25,38,21,33,51,48,49,35,22
2015-01-19 14:15:00,42,19,33,12,23,39,50,49,31,30
2015-01-19 14:20:00,41,20,33,12,16,21,42,47,32,33
2015-01-19 14:25:00,42,20,32,15,17,19,18,28,31,35
2015-01-19 14:30:00,43,19,36,14,17,21,17,27,28,32
2015-01-19 14:35:00,43,23,32,15,15,20,14,27,32,27
2015-01-19 14:40:00,43,26,42,17,16,17,14,26,23,17
2015-01-19 14:45:00,42,27,35,15,19,25,18,28,30,21
2015-01-19 14:50:00,42,22,39,17,18,17,20,38,31,25
2015-01-19 14:55:00,45,20,33,16,16,18,19,33,26,22
2015-01-19 15:00:00,41,23,35,15,16,17,12,24,29,25
2015-01-19 15:05:00,41,26,43,20,16,22,15,34,33,15
2015-01-19 15:10:00,35,24,39,18,18,30,47,55,38,8
2015-01-19 15:15:00,37,27,48,24,36,59,61,57,39,7
2015-01-19 15:20:00,43,35,60,51,53,61,56,53,39,8
2015-01-19 15:25:00,54,53,62,52,58,62,58,56,37,9
2015-01-19 15:30:00,57,54,61,47,48,55,53,51,33,18
2015-01-19 15:35:00,57,49,55,30,14,24,45,50,34,18
2015-01-19 15:40:00,52,44,53,29,11,14,22,42,29,16
2015-01-19 15:45:00,48,38,52,28,11,13,12,27,31,17
2015-01-19 15:50:00,47,44,54,28,10,10,10,16,25,14
2015-01-19 15:55:00,43,45,54,29,10,9,10,18,24,11
2015-01-19 16:00:00,53,45,52,27,10,12,10,16,21,12
2015-01-19 16:05:00,53,43,49,27,10,10,11,20,19,11
2015-01-19 16:10:00,50,41,52,26,12,12,7,11,22,17
2015-01-19 16:15:00,44,38,51,23,14,15,12,13,15,9
2015-01-19 16:20:00,41,38,49,29,18,33,14,14,15,11
2015-01-19 16:25:00,43,22,38,34,49,50,12,19,18,12
2015-01-19 16:30:00,40,37,55,39,46,44,18,24,21,13
2015-01-19 16:35:00,44,32,49,28,27,37,28,41,26,18
2015-01-19 16:40:00,40,25,41,24,15,28,45,49,30,17
2015-01-19 16:45:00,41,29,38,22,18,26,45,48,27,18
2015-01-19 16:50:00,39,22,39,14,28,44,48,47,28,23
2015-01-19 16:55:00,37,18,35,12,28,42,48,48,42,56
2015-01-19 17:00:00,42,18,28,10,31,47,56,56,55,61
2015-01-19 17:05:00,42,21,35,11,33,47,57,57,54,61
2015-01-19 17:10:00,41,21,38,12,28,40,60,58,58,60
2015-01-19 17:15:00,43,25,34,13,25,35,51,53,49,58
2015-01-19 17:20:00,44,26,37,12,17,34,52,53,49,58
2015-01-19 17:25:00,42,19,35,12,17,28,48,55,54,60
2015-01-19 17:30:00,40,26,38,14,29,39,58,55,53,60
2015-01-19 17:35:00,41,25,42,20,49,50,54,57,55,59
2015-01-19 17:40:00,40,25,51,42,54,54,56,55,55,60
2015-01-19 17:45:00,51,49,58,48,56,56,61,58,58,62
2015-01-19 17:50:00,40,44,60,45,56,59,60,57,58,64
2015-01-19 17:55:00,16,36,59,47,51,60,61,58,55,61
2015-01-19 18:00:00,17,13,56,43,57,60,64,59,55,62
2015-01-19 18:05:00,29,9,27,44,55,60,63,59,54,61
2015-01-19 18:10:00,39,16,31,39,51,58,60,57,52,59
2015-01-19 18:15:00,43,26,55,51,55,57,53,56,48,58
2015-01-19 18:20:00,53,52,61,53,58,58,59,57,54,59
2015-01-19 18:25:00,52,50,58,49,46,55,53,54,52,56
2015-01-19 18:30:00,50,48,59,50,49,57,55,55,54,58
2015-01-19 18:35:00,57,52,61,52,51,56,57,56,54,57
2015-01-19 18:40:00,54,49,59,45,50,56,55,54,53,58
2015-01-19 18:45:00,56,54,61,47,56,61,63,60,58,63
2015-01-19 18:50:00,59,58,63,49,56,61,63,62,60,63
2015-01-19 18:55:00,59,58,63,45,58,62,63,61,61,64
2015-01-19 19:00:00,59,61,65,45,56,62,63,59,58,64
2015-01-19 19:05:00,58,57,63,44,58,60,63,60,60,64
2015-01-19 19:10:00,59,58,62,44,57,61,65,61,58,65
2015-01-19 19:15:00,59,56,63,44,60,61,63,60,58,63
2015-01-19 19:20:00,59,58,65,45,57,62,63,60,59,63
2015-01-19 19:25:00,61,57,63,43,56,64,65,63,61,65
2015-01-19 19:30:00,61,61,64,44,57,62,61,62,61,67
2015-01-19 19:35:00,60,60,64,45,60,63,62,62,57,64
2015-01-19 19:40:00,59,60,63,46,61,63,63,60,58,63
2015-01-19 19:45:00,61,59,64,51,56,63,65,61,61,65
2015-01-19 19:50:00,60,60,63,49,55,63,62,61,59,63
2015-01-19 19:55:00,63,62,64,47,60,63,59,61,59,63
2015-01-19 20:00:00,61,60,65,44,62,63,66,63,62,65
2015-01-19 20:05:00,62,61,64,46,56,63,60,58,58,61
2015-01-19 20:10:00,60,59,62,44,59,62,63,61,59,64
2015-01-19 20:15:00,61,61,63,46,62,65,66,62,59,63
2015-01-19 20:20:00,60,63,63,43,61,65,65,63,62,66
2015-01-19 20:25:00,63,62,64,50,64,63,66,61,60,65
2015-01-19 20:30:00,60,60,63,47,59,64,68,64,62,66
2015-01-19 20:35:00,62,63,67,48,59,64,65,60,60,65
2015-01-19 20:40:00,62,63,65,49,63,63,67,63,61,65
2015-01-19 20:45:00,62,62,64,51,63,65,66,64,63,66
2015-01-19 20:50:00,64,63,64,48,63,64,65,61,60,64
2015-01-19 20:55:00,62,62,66,51,60,65,67,63,61,64
2015-01-19 21:00:00,64,62,65,50,62,66,65,62,61,65
2015-01-19 21:05:00,62,65,66,48,63,66,65,65,63,67
2015-01-19 21:10:00,63,64,64,52,63,65,67,63,61,65
2015-01-19 21:15:00,62,60,65,53,60,63,58,61,59,62
2015-01-19 21:20:00,63,61,65,46,64,64,68,64,62,67
2015-01-19 21:25:00,62,63,66,44,56,64,62,61,59,64
2015-01-19 21:30:00,62,62,65,46,62,65,68,63,64,68
2015-01-19 21:35:00,64,64,64,50,63,63,69,65,62,67
2015-01-19 21:40:00,63,65,65,54,64,64,69,65,63,68
2015-01-19 21:45:00,64,66,65,54,59,65,70,66,63,65
2015-01-19 21:50:00,62,63,64,54,59,66,69,64,61,68
2015-01-19 21:55:00,64,64,66,56,60,67,69,65,62,67
2015-01-19 22:00:00,62,61,68,60,60,66,65,63,62,67
2015-01-19 22:05:00,63,65,67,62,63,65,68,65,62,68
2015-01-19 22:10:00,65,66,68,63,62,66,69,63,61,66
2015-01-19 22:15:00,63,63,63,61,62,66,65,62,63,66
2015-01-19 22:20:00,65,63,66,63,62,66,68,65,63,67
2015-01-19 22:25:00,65,69,67,62,65,66,70,68,66,68
2015-01-19 22:30:00,65,66,68,61,65,67,71,66,65,67
2015-01-19 22:35:00,66,65,67,63,66,67,70,65,63,67
2015-01-19 22:40:00,66,64,68,56,64,66,69,64,63,63
2015-01-19 22:45:00,64,63,63,56,61,68,66,67,64,68
2015-01-19 22:50:00,65,68,67,59,62,65,68,64,64,67
2015-01-19 22:55:00,63,63,66,60,61,68,71,67,65,66
2015-01-19 23:00:00,67,64,66,64,60,68,71,65,64,68
2015-01-19 23:05:00,65,68,68,59,64,63,65,65,64,67
2015-01-19 23:10:00,62,65,67,62,59,66,67,66,61,68
2015-01-19 23:15:00,65,65,67,61,66,65,64,66,62,67
2015-01-19 23:20:00,65,65,66,62,64,69,61,64,64,67
2015-01-19 23:25:00,66,62,67,58,59,71,69,65,62,68
2015-01-19 23:30:00,66,67,71,58,57,71,71,66,62,69
2015-01-19 23:35:00,68,66,65,61,65,68,66,67,64,66
2015-01-19 23:40:00,64,64,67,58,64,69,69,67,65,66
2015-01-19 23:45:00,63,61,68,56,60,67,65,64,63,65
2015-01-19 23:50:00,66,69,67,60,64,70,65,64,63,66
2015-01-19 23:55:00,66,62,65,54,60,70,60,61,60,64
2015-01-20 00:00:00,63,66,65,48,56,66,61,63,63,68
2015-01-20 00:05:00,67,66,68,48,65,66,59,60,58,64
2015-01-20 00:10:00,64,64,65,61,56,66,60,64,64,67
2015-01-20 00:15:00,65,66,66,63,63,67,66,64,65,68
2015-01-20 00:20:00,66,65,69,58,43,64,64,64,60,67
2015-01-20 00:25:00,62,60,64,62,54,67,51,59,59,65
2015-01-20 00:30:00,66,66,67,54,60,63,55,63,58,63
2015-01-20 00:35:00,65,62,66,56,55,67,62,64,63,69
2015-01-20 00:40:00,64,55,60,43,53,62,42,52,51,57
2015-01-20 00:45:00,67,56,66,60,54,67,55,63,61,65
2015-01-20 00:50:00,64,55,63,51,58,60,62,64,62,67
2015-01-20 00:55:00,63,63,69,63,52,65,72,66,66,66
2015-01-20 01:00:00,64,64,67,57,56,71,59,61,62,66
2015-01-20 01:05:00,65,61,70,58,64,65,67,61,66,65
2015-01-20 01:10:00,65,66,68,56,61,66,55,61,63,64
2015-01-20 01:15:00,66,63,66,60,58,65,53,62,59,63
2015-01-20 01:20:00,63,65,66,62,54,64,55,65,60,63
2015-01-20 01:25:00,65,64,68,63,60,64,66,65,58,62
2015-01-20 01:30:00,63,56,66,54,52,64,57,59,56,59
2015-01-20 01:35:00,62,56,64,57,58,67,51,59,59,64
2015-01-20 01:40:00,66,59,61,62,53,66,63,62,62,60
2015-01-20 01:45:00,62,59,63,59,60,60,59,62,63,62
2015-01-20 01:50:00,61,61,65,63,64,65,62,63,61,66
2015-01-20 01:55:00,64,63,68,60,64,66,64,61,64,65
2015-01-20 02:00:00,66,61,68,61,59,68,56,65,67,63
2015-01-20 02:05:00,64,62,65,61,57,69,65,64,62,64
2015-01-20 02:10:00,62,60,63,62,56,64,55,56,56,57
2015-01-20 02:15:00,64,59,59,61,55,68,59,65,58,65
2015-01-20 02:20:00,61,54,64,62,58,64,55,63,60,65
2015-01-20 02:25:00,64,57,65,59,63,60,61,58,61,64
2015-01-20 02:30:00,63,59,64,58,58,67,62,61,60,63
2015-01-20 02:35:00,66,63,65,59,61,65,60,66,63,69
2015-01-20 02:40:00,67,71,73,57,66,69,65,64,66,66
2015-01-20 02:45:00,63,59,64,60,58,68,59,62,65,66
2015-01-20 02:50:00,64,62,70,60,54,65,59,62,65,62
2015-01-20 02:55:00,61,59,67,59,53,64,57,61,59,62
2015-01-20 03:00:00,60,57,59,59,52,65,45,48,53,61
2015-01-20 03:05:00,64,56,64,63,55,64,50,56,61,64
2015-01-20 03:10:00,58,60,61,62,53,65,63,62,63,61
2015-01-20 03:15:00,63,66,67,62,56,67,71,63,65,66
2015-01-20 03:20:00,63,63,64,63,52,66,56,65,59,63
2015-01-20 03:25:00,63,60,69,59,64,69,59,64,64,63
2015-01-20 03:30:00,64,57,66,60,61,67,62,65,63,65
2015-01-20 03:35:00,65,66,68,59,61,70,60,67,65,66
2015-01-20 03:40:00,65,63,65,60,59,67,62,62,65,65
2015-01-20 03:45:00,64,60,67,56,54,68,68,66,64,66
2015-01-20 03:50:00,67,62,66,65,64,69,71,67,64,67
2015-01-20 03:55:00,63,59,66,60,55,66,62,64,62,66
2015-01-20 04:00:00,63,63,66,58,62,67,63,58,59,63
2015-01-20 04:05:00,62,61,68,59,59,66,63,63,62,68
2015-01-20 04:10:00,65,64,71,64,59,65,63,65,67,68
2015-01-20 04:15:00,64,63,66,63,61,67,63,64,66,66
2015-01-20 04:20:00,65,62,67,64,64,71,64,69,65,67
2015-01-20 04:25:00,66,66,69,66,61,67,64,64,64,68
2015-01-20 04:30:00,65,62,69,64,66,66,60,62,63,66
2015-01-20 04:35:00,64,65,68,64,59,68,70,66,65,65
2015-01-20 04:40:00,66,66,68,62,60,67,65,64,64,67
2015-01-20 04:45:00,65,63,67,63,63,69,62,65,67,69
2015-01-20 04:50:00,65,64,67,64,55,69,60,61,63,63
2015-01-20 04:55:00,64,62,66,59,58,68,62,62,60,64
2015-01-20 05:00:00,65,66,66,54,62,66,61,61,62,65
2015-01-20 05:05:00,64,65,68,54,60,65,55,61,60,64
2015-01-20 05:10:00,63,63,67,58,52,67,65,63,63,66
2015-01-20 05:15:00,63,63,64,56,62,67,59,62,60,64
2015-01-20 05:20:00,61,63,68,56,62,67,62,62,60,65
2015-01-20 05:25:00,62,63,68,55,59,66,63,65,63,66
2015-01-20 05:30:00,63,63,68,55,61,65,66,63,61,65
2015-01-20 05:35:00,62,63,65,54,58,66,64,62,59,63
2015-01-20 05:40:00,62,61,65,52,61,66,61,61,59,63
2015-01-20 05:45:00,62,61,65,54,60,66,61,62,60,64
2015-01-20 05:50:00,63,64,65,55,65,68,69,65,64,66
2015-01-20 05:55:00,63,64,65,54,63,66,66,65,63,65
2015-01-20 06:00:00,62,62,64,53,62,65,64,62,60,65
2015-01-20 06:05:00,62,61,64,55,63,63,66,64,62,65
2015-01-20 06:10:00,59,58,63,52,61,62,65,63,60,64
2015-01-20 06:15:00,60,60,64,54,58,61,62,60,57,61
2015-01-20 06:20:00,56,55,61,54,56,60,63,60,58,62
2015-01-20 06:25:00,57,55,64,53,57,61,62,59,55,61
2015-01-20 06:30:00,56,25,54,52,55,60,62,58,54,61
2015-01-20 06:35:00,54,38,58,53,59,60,63,59,49,59
2015-01-20 06:40:00,57,43,62,52,54,57,59,56,41,45
2015-01-20 06:45:00,51,35,59,52,51,54,57,55,42,49
2015-01-20 06:50:00,53,45,60,50,50,56,61,54,43,49
2015-01-20 06:55:00,52,43,59,53,55,56,58,54,41,43
2015-01-20 07:00:00,48,22,51,49,52,56,58,52,37,34
2015-01-20 07:05:00,48,31,50,49,50,52,53,50,36,41
2015-01-20 07:10:00,47,23,45,45,46,46,48,52,35,33
2015-01-20 07:15:00,47,18,44,41,52,54,56,52,37,25
2015-01-20 07:20:00,46,20,43,49,54,54,59,49,34,30
2015-01-20 07:25:00,48,30,57,37,45,50,56,49,36,25
2015-01-20 07:30:00,48,25,56,37,48,51,57,53,36,20
2015-01-20 07:35:00,49,38,56,44,50,54,58,52,36,19
2015-01-20 07:40:00,53,49,56,37,49,49,61,53,34,27
2015-01-20 07:45:00,53,42,55,34,51,51,58,51,36,39
2015-01-20 07:50:00,52,47,57,42,50,48,56,52,38,40
2015-01-20 07:55:00,49,45,55,42,46,46,57,52,38,40
2015-01-20 08:00:00,51,47,55,40,44,47,56,54,36,32
2015-01-20 08:05:00,51,43,55,36,48,49,54,52,32,29
2015-01-20 08:10:00,47,37,56,38,50,51,56,52,33,22
2015-01-20 08:15:00,50,48,57,37,49,49,49,50,31,24
2015-01-20 08:20:00,48,47,56,45,48,46,50,51,34,23
2015-01-20 08:25:00,52,48,57,47,47,43,45,48,31,21
2015-01-20 08:30:00,51,42,55,41,35,40,45,50,33,22
2015-01-20 08:35:00,47,37,55,37,34,45,50,47,33,21
2015-01-20 08:40:00,46,26,55,35,37,46,52,45,35,21
2015-01-20 08:45:00,47,24,52,30,38,48,51,45,35,23
2015-01-20 08:50:00,45,19,40,26,41,45,52,41,32,26
2015-01-20 08:55:00,46,24,46,31,34,43,53,48,35,18
2015-01-20 09:00:00,46,25,53,26,34,45,48,47,32,25
2015-01-20 09:05:00,46,32,54,31,30,39,37,47,34,28
2015-01-20 09:10:00,48,42,53,29,34,41,29,47,36,30
2015-01-20 09:15:00,48,42,55,30,40,48,43,47,35,35
2015-01-20 09:20:00,45,41,55,35,51,52,49,38,34,37
2015-01-20 09:25:00,51,46,56,39,50,54,50,41,30,39
2015-01-20 09:30:00,52,49,56,45,52,55,51,38,26,42
2015-01-20 09:35:00,53,50,58,48,53,55,51,40,26,30
2015-01-20 09:40:00,48,46,56,50,53,52,46,47,30,19
2015-01-20 09:45:00,50,45,56,44,51,52,46,48,36,37
2015-01-20 09:50:00,49,41,57,37,48,54,51,53,52,59
2015-01-20 09:55:00,50,48,60,52,55,60,56,57,55,62
2015-01-20 10:00:00,52,50,62,56,52,62,56,59,57,63
2015-01-20 10:05:00,54,55,65,51,58,63,55,57,57,62
2015-01-20 10:10:00,55,56,63,56,60,60,63,62,60,64
2015-01-20 10:15:00,55,55,62,56,57,63,59,60,58,62
2015-01-20 10:20:00,53,53,63,53,53,60,59,60,59,64
2015-01-20 10:25:00,52,53,62,54,53,59,56,58,57,60
2015-01-20 10:30:00,53,52,62,51,57,59,60,58,57,63
2015-01-20 10:35:00,54,54,63,53,61,63,62,59,59,63
2015-01-20 10:40:00,54,53,64,55,54,61,57,57,56,60
2015-01-20 10:45:00,51,50,61,56,55,61,59,57,57,62
2015-01-20 10:50:00,52,51,64,53,57,61,63,59,60,64
2015-01-20 10:55:00,52,52,64,54,54,60,56,57,56,60
2015-01-20 11:00:00,39,48,60,53,57,59,56,56,54,59
2015-01-20 11:05:00,37,43,59,54,52,59,54,55,54,60
2015-01-20 11:10:00,39,50,63,56,57,60,60,57,53,59
2015-01-20 11:15:00,44,49,60,51,53,54,55,57,53,59
2015-01-20 11:20:00,42,42,61,54,54,57,53,55,54,59
2015-01-20 11:25:00,51,49,61,52,53,58,53,53,54,58
2015-01-20 11:30:00,51,49,58,53,55,60,54,55,54,59
2015-01-20 11:35:00,52,49,61,51,51,56,56,56,51,55
2015-01-20 11:40:00,44,39,56,47,47,58,54,54,53,57
2015-01-20 11:45:00,44,40,59,53,55,61,57,57,54,61
2015-01-20 11:50:00,48,49,61,53,55,59,53,56,52,58
2015-01-20 11:55:00,46,48,60,55,56,57,54,56,54,60
2015-01-20 12:00:00,40,42,60,55,54,58,52,55,52,60
2015-01-20 12:05:00,43,32,61,55,54,58,53,55,53,59
2015-01-20 12:10:00,42,37,59,55,54,59,54,55,53,59
2015-01-20 12:15:00,39,27,61,54,56,58,57,58,55,61
2015-01-20 12:20:00,34,37,62,53,58,60,56,55,52,60
2015-01-20 12:25:00,36,29,60,53,59,58,57,59,54,58
2015-01-20 12:30:00,33,19,51,47,52,57,50,52,52,57
2015-01-20 12:35:00,36,17,36,43,54,57,56,53,51,56
2015-01-20 12:40:00,34,21,36,18,39,54,57,53,51,58
2015-01-20 12:45:00,41,24,34,19,26,52,57,58,56,61
2015-01-20 12:50:00,44,30,45,18,25,39,58,59,57,62
2015-01-20 12:55:00,42,26,49,35,34,51,59,58,57,62
2015-01-20 13:00:00,41,22,40,46,54,58,53,55,50,59
2015-01-20 13:05:00,42,18,35,37,52,55,49,54,52,57
2015-01-20 13:10:00,39,17,31,17,33,51,56,55,47,56
2015-01-20 13:15:00,43,18,33,14,18,35,53,52,35,53
2015-01-20 13:20:00,40,19,30,14,17,21,42,54,51,62
2015-01-20 13:25:00,42,15,37,15,16,20,22,36,44,56
2015-01-20 13:30:00,41,26,40,15,16,21,19,33,36,56
2015-01-20 13:35:00,44,29,40,20,18,22,18,28,41,62
2015-01-20 13:40:00,42,25,43,24,26,27,22,31,46,59
2015-01-20 13:45:00,41,37,48,18,20,26,46,49,35,46
2015-01-20 13:50:00,45,40,48,20,19,27,29,47,37,51
2015-01-20 13:55:00,45,27,45,20,20,32,37,52,57,61
2015-01-20 14:00:00,45,22,39,21,23,30,51,54,54,58
2015-01-20 14:05:00,41,19,31,15,19,39,59,58,59,63
2015-01-20 14:10:00,42,15,33,16,22,27,55,55,50,58
2015-01-20 14:15:00,43,19,31,12,12,17,28,45,44,59
2015-01-20 14:20:00,37,17,32,17,15,17,14,26,54,63
2015-01-20 14:25:00,41,22,34,13,14,15,16,28,51,58
2015-01-20 14:30:00,42,24,36,14,15,18,13,23,33,59
2015-01-20 14:35:00,41,17,36,17,14,19,13,22,22,43
2015-01-20 14:40:00,41,20,30,14,15,17,14,33,22,19
2015-01-20 14:45:00,42,18,31,14,15,16,13,27,28,19
2015-01-20 14:50:00,44,18,30,12,14,15,15,32,22,18
2015-01-20 14:55:00,42,22,36,15,15,16,12,25,26,19
2015-01-20 15:00:00,43,20,33,15,14,19,13,24,27,33
2015-01-20 15:05:00,41,17,33,15,13,14,13,30,28,44
2015-01-20 15:10:00,40,18,31,12,12,13,9,20,31,57
2015-01-20 15:15:00,35,19,31,15,15,14,11,18,18,30
2015-01-20 15:20:00,37,17,29,11,13,12,11,21,19,15
2015-01-20 15:25:00,38,21,32,14,15,14,6,14,17,14
2015-01-20 15:30:00,38,21,33,14,11,13,10,19,13,10
2015-01-20 15:35:00,37,19,28,13,13,16,10,20,25,13
2015-01-20 15:40:00,34,16,25,12,13,13,10,19,24,16
2015-01-20 15:45:00,34,15,28,13,13,9,8,16,23,16
2015-01-20 15:50:00,39,15,24,10,11,10,6,12,16,13
2015-01-20 15:55:00,32,19,31,13,11,7,5,11,17,11
2015-01-20 16:00:00,39,17,29,13,14,10,6,8,11,10
2015-01-20 16:05:00,33,14,30,12,14,14,8,14,19,9
2015-01-20 16:10:00,27,18,26,10,12,13,7,12,18,13
2015-01-20 16:15:00,29,13,22,9,8,7,6,12,17,13
2015-01-20 16:20:00,33,12,23,9,9,8,5,7,11,10
2015-01-20 16:25:00,40,18,24,11,11,8,5,7,11,6
2015-01-20 16:30:00,38,21,30,15,15,13,5,7,13,8
2015-01-20 16:35:00,37,16,30,13,13,17,8,15,13,8
2015-01-20 16:40:00,37,16,29,13,11,12,8,15,19,13
2015-01-20 16:45:00,33,14,28,12,14,11,6,15,18,10
2015-01-20 16:50:00,30,12,26,11,13,14,7,13,15,9
2015-01-20 16:55:00,40,11,27,10,11,10,7,36,16,9
2015-01-20 17:00:00,41,18,27,12,11,10,5,43,14,8
2015-01-20 17:05:00,34,20,32,13,13,12,10,44,18,8
2015-01-20 17:10:00,41,21,30,13,13,18,11,34,22,18
2015-01-20 17:15:00,42,19,32,13,12,12,10,19,22,20
2015-01-20 17:20:00,43,14,28,13,13,16,8,13,16,13
2015-01-20 17:25:00,43,17,31,12,12,13,14,22,17,10
2015-01-20 17:30:00,41,17,27,11,13,15,8,21,25,18
2015-01-20 17:35:00,35,19,30,11,13,13,12,18,18,18
2015-01-20 17:40:00,36,18,29,11,13,17,8,23,18,13
2015-01-20 17:45:00,35,18,28,11,10,12,8,18,23,17
2015-01-20 17:50:00,38,13,26,11,13,20,9,16,17,17
2015-01-20 17:55:00,39,17,29,10,10,11,11,27,19,24
2015-01-20 18:00:00,39,18,30,12,14,14,10,19,40,58
2015-01-20 18:05:00,33,18,31,12,12,14,12,24,53,58
2015-01-20 18:10:00,37,20,32,12,12,16,11,26,53,62
2015-01-20 18:15:00,35,19,34,13,13,21,11,21,44,58
2015-01-20 18:20:00,41,18,36,13,17,22,13,20,49,63
2015-01-20 18:25:00,34,18,36,14,18,24,19,38,59,64
2015-01-20 18:30:00,41,18,31,14,15,27,49,57,57,60
2015-01-20 18:35:00,42,21,32,15,18,37,58,58,57,60
2015-01-20 18:40:00,41,23,34,16,28,45,55,54,56,59
2015-01-20 18:45:00,47,32,40,18,45,54,54,57,58,61
2015-01-20 18:50:00,49,50,57,47,55,61,65,61,60,65
2015-01-20 18:55:00,59,59,64,54,59,60,63,59,59,64
2015-01-20 19:00:00,58,57,62,51,55,59,61,61,60,64
2015-01-20 19:05:00,61,60,65,53,63,63,67,61,61,65
2015-01-20 19:10:00,58,57,62,50,57,59,58,58,58,63
2015-01-20 19:15:00,59,61,64,56,62,63,64,62,61,66
2015-01-20 19:20:00,60,58,63,55,61,62,63,61,58,62
2015-01-20 19:25:00,56,56,62,52,54,62,61,62,60,64
2015-01-20 19:30:00,59,58,63,54,58,62,58,58,60,61
2015-01-20 19:35:00,59,61,63,54,53,62,59,60,60,64
2015-01-20 19:40:00,60,58,64,54,60,63,68,62,59,65
2015-01-20 19:45:00,62,61,64,54,63,63,66,63,61,66
2015-01-20 19:50:00,61,59,63,54,61,64,62,61,61,65
2015-01-20 19:55:00,61,60,65,55,58,63,65,62,61,65
2015-01-20 20:00:00,61,61,65,52,58,65,65,62,60,66
2015-01-20 20:05:00,61,63,66,56,60,63,66,63,60,65
2015-01-20 20:10:00,59,59,65,55,58,62,65,63,61,66
2015-01-20 20:15:00,58,61,64,55,60,65,63,64,60,65
2015-01-20 20:20:00,61,64,65,54,60,64,66,63,60,63
2015-01-20 20:25:00,61,61,66,55,58,63,63,61,60,68
